地区	正式指标	正式数值
陕西省	规模以上工业利润总额	20572200
陕西省	固定资产投资额	120445000
甘肃省	规模以上工业利润总额	2852300
甘肃省	工业增加值	2070.24
甘肃省	固定资产投资额	51450000
青海省	规模以上工业利润总额	1688900
青海省	固定资产投资额	18834000
宁夏	规模以上工业利润总额	1312200
宁夏	工业增加值	878.63
宁夏	固定资产投资额	20969000
新疆	规模以上工业利润总额	8886400
新疆	工业增加值	2850.06
新疆	固定资产投资额	61588000
