地区	正式指标	正式数值
天津市	副高级专任教师	9854
河北省	副高级专任教师	19514
山西省	副高级专任教师	10430
内蒙古	副高级专任教师	7512
辽宁省	副高级专任教师	19315
吉林省	副高级专任教师	11930
黑龙江	副高级专任教师	14510
上海市	副高级专任教师	12941
江苏省	副高级专任教师	34178
浙江省	副高级专任教师	17233
安徽省	副高级专任教师	14650
福建省	副高级专任教师	11816
江西省	副高级专任教师	14146
山东省	副高级专任教师	27418
河南省	副高级专任教师	24120
湖北省	副高级专任教师	24959
湖南省	副高级专任教师	18334
广东省	副高级专任教师	23603
广西	副高级专任教师	9745
海南省	副高级专任教师	2028
重庆市	副高级专任教师	10225
四川省	副高级专任教师	19794
贵州省	副高级专任教师	8008
云南省	副高级专任教师	9148
西藏	副高级专任教师	781
陕西省	副高级专任教师	17442
甘肃省	副高级专任教师	7076
青海省	副高级专任教师	1323
宁夏	副高级专任教师	1936
新疆	副高级专任教师	5130
北京市	中级专任教师	22362
天津市	中级专任教师	12143
河北省	中级专任教师	26186
山西省	中级专任教师	15138
内蒙古	中级专任教师	9237
辽宁省	中级专任教师	25296
吉林省	中级专任教师	14439
黑龙江	中级专任教师	18914
上海市	中级专任教师	16118
江苏省	中级专任教师	46712
浙江省	中级专任教师	24547
安徽省	中级专任教师	20916
福建省	中级专任教师	16553
江西省	中级专任教师	21228
山东省	中级专任教师	42432
河南省	中级专任教师	36213
湖北省	中级专任教师	31147
湖南省	中级专任教师	26642
广东省	中级专任教师	37501
广西	中级专任教师	14094
海南省	中级专任教师	3196
重庆市	中级专任教师	15105
四川省	中级专任教师	30564
贵州省	中级专任教师	8867
云南省	中级专任教师	12917
西藏	中级专任教师	1018
陕西省	中级专任教师	26471
甘肃省	中级专任教师	9568
青海省	中级专任教师	1039
宁夏	中级专任教师	2240
新疆	中级专任教师	8151
北京市	初级专任教师	2786
天津市	初级专任教师	3374
河北省	初级专任教师	8723
山西省	初级专任教师	8633
内蒙古	初级专任教师	3920
辽宁省	初级专任教师	6623
吉林省	初级专任教师	5413
黑龙江	初级专任教师	4266
上海市	初级专任教师	2772
江苏省	初级专任教师	11241
浙江省	初级专任教师	3559
安徽省	初级专任教师	11771
福建省	初级专任教师	7373
江西省	初级专任教师	9131
山东省	初级专任教师	14992
河南省	初级专任教师	18085
湖北省	初级专任教师	11242
湖南省	初级专任教师	7776
广东省	初级专任教师	10383
广西	初级专任教师	4829
海南省	初级专任教师	1626
重庆市	初级专任教师	5039
四川省	初级专任教师	13788
贵州省	初级专任教师	3549
云南省	初级专任教师	5827
西藏	初级专任教师	378
陕西省	初级专任教师	9387
甘肃省	初级专任教师	3623
青海省	初级专任教师	434
宁夏	初级专任教师	979
新疆	初级专任教师	2191
北京市	无职称专任教师	1855
天津市	无职称专任教师	1060
河北省	无职称专任教师	3302
山西省	无职称专任教师	3573
内蒙古	无职称专任教师	1426
辽宁省	无职称专任教师	2819
吉林省	无职称专任教师	501
黑龙江	无职称专任教师	1414
上海市	无职称专任教师	1377
江苏省	无职称专任教师	3422
浙江省	无职称专任教师	3082
安徽省	无职称专任教师	3136
福建省	无职称专任教师	2397
江西省	无职称专任教师	2654
山东省	无职称专任教师	3713
河南省	无职称专任教师	4779
湖北省	无职称专任教师	4219
湖南省	无职称专任教师	4053
广东省	无职称专任教师	8769
广西	无职称专任教师	3958
海南省	无职称专任教师	687
重庆市	无职称专任教师	2683
四川省	无职称专任教师	4647
贵州省	无职称专任教师	2428
云南省	无职称专任教师	2927
西藏	无职称专任教师	112
陕西省	无职称专任教师	3101
甘肃省	无职称专任教师	1467
青海省	无职称专任教师	202
宁夏	无职称专任教师	932
新疆	无职称专任教师	1646
北京市	博士学历专任教师	37860
天津市	博士学历专任教师	9531
河北省	博士学历专任教师	8855
山西省	博士学历专任教师	4423
内蒙古	博士学历专任教师	2612
辽宁省	博士学历专任教师	13199
吉林省	博士学历专任教师	8206
黑龙江	博士学历专任教师	9980
上海市	博士学历专任教师	19037
江苏省	博士学历专任教师	28616
浙江省	博士学历专任教师	15544
安徽省	博士学历专任教师	7716
福建省	博士学历专任教师	8538
江西省	博士学历专任教师	5697
山东省	博士学历专任教师	17045
河南省	博士学历专任教师	12154
湖北省	博士学历专任教师	18649
湖南省	博士学历专任教师	10353
广东省	博士学历专任教师	20512
广西	博士学历专任教师	4328
海南省	博士学历专任教师	1180
重庆市	博士学历专任教师	7110
四川省	博士学历专任教师	12910
贵州省	博士学历专任教师	2567
云南省	博士学历专任教师	4746
西藏	博士学历专任教师	244
陕西省	博士学历专任教师	14699
甘肃省	博士学历专任教师	3570
青海省	博士学历专任教师	312
宁夏	博士学历专任教师	855
新疆	博士学历专任教师	2088
北京市	硕士学历专任教师	18195
天津市	硕士学历专任教师	11043
河北省	硕士学历专任教师	24570
山西省	硕士学历专任教师	15254
内蒙古	硕士学历专任教师	8704
辽宁省	硕士学历专任教师	24089
吉林省	硕士学历专任教师	15428
黑龙江	硕士学历专任教师	16431
上海市	硕士学历专任教师	12717
江苏省	硕士学历专任教师	35190
浙江省	硕士学历专任教师	19984
安徽省	硕士学历专任教师	24231
福建省	硕士学历专任教师	15797
江西省	硕士学历专任教师	17881
山东省	硕士学历专任教师	35560
河南省	硕士学历专任教师	36564
湖北省	硕士学历专任教师	29859
湖南省	硕士学历专任教师	21212
广东省	硕士学历专任教师	34838
广西	硕士学历专任教师	16302
海南省	硕士学历专任教师	3289
重庆市	硕士学历专任教师	15457
四川省	硕士学历专任教师	30412
贵州省	硕士学历专任教师	9756
云南省	硕士学历专任教师	13065
西藏	硕士学历专任教师	1178
陕西省	硕士学历专任教师	24753
甘肃省	硕士学历专任教师	10070
青海省	硕士学历专任教师	1030
宁夏	硕士学历专任教师	2738
新疆	硕士学历专任教师	7257
北京市	本科学历专任教师	11782
天津市	本科学历专任教师	10266
河北省	本科学历专任教师	34167
山西省	本科学历专任教师	19929
内蒙古	本科学历专任教师	13060
辽宁省	本科学历专任教师	26055
吉林省	本科学历专任教师	14539
黑龙江	本科学历专任教师	20196
上海市	本科学历专任教师	8245
江苏省	本科学历专任教师	40100
浙江省	本科学历专任教师	22050
安徽省	本科学历专任教师	24066
福建省	本科学历专任教师	19087
江西省	本科学历专任教师	29907
山东省	本科学历专任教师	47397
河南省	本科学历专任教师	45403
湖北省	本科学历专任教师	33022
湖南省	本科学历专任教师	32426
广东省	本科学历专任教师	38148
广西	本科学历专任教师	16532
海南省	本科学历专任教师	4271
重庆市	本科学历专任教师	15782
四川省	本科学历专任教师	36473
贵州省	本科学历专任教师	15362
云南省	本科学历专任教师	16801
西藏	本科学历专任教师	1117
陕西省	本科学历专任教师	24816
甘肃省	本科学历专任教师	11394
青海省	本科学历专任教师	2481
宁夏	本科学历专任教师	4004
新疆	本科学历专任教师	9352
北京市	专科及以下学历专任教师	543
天津市	专科及以下学历专任教师	168
河北省	专科及以下学历专任教师	986
山西省	专科及以下学历专任教师	711
内蒙古	专科及以下学历专任教师	624
辽宁省	专科及以下学历专任教师	903
吉林省	专科及以下学历专任教师	376
黑龙江	专科及以下学历专任教师	263
上海市	专科及以下学历专任教师	559
江苏省	专科及以下学历专任教师	643
浙江省	专科及以下学历专任教师	498
安徽省	专科及以下学历专任教师	512
福建省	专科及以下学历专任教师	480
江西省	专科及以下学历专任教师	944
山东省	专科及以下学历专任教师	1378
河南省	专科及以下学历专任教师	1013
湖北省	专科及以下学历专任教师	1291
湖南省	专科及以下学历专任教师	928
广东省	专科及以下学历专任教师	1695
广西	专科及以下学历专任教师	518
海南省	专科及以下学历专任教师	154
重庆市	专科及以下学历专任教师	595
四川省	专科及以下学历专任教师	1609
贵州省	专科及以下学历专任教师	459
云南省	专科及以下学历专任教师	784
西藏	专科及以下学历专任教师	62
陕西省	专科及以下学历专任教师	702
甘肃省	专科及以下学历专任教师	249
青海省	专科及以下学历专任教师	97
宁夏	专科及以下学历专任教师	162
新疆	专科及以下学历专任教师	384
北京市	高校在校学生数	59.89
天津市	高校在校学生数	48.99
河北省	高校在校学生数	117.44
山西省	高校在校学生数	67.68
内蒙古	高校在校学生数	39.92
辽宁省	高校在校学生数	96.8
吉林省	高校在校学生数	59.95
黑龙江	高校在校学生数	71.79
上海市	高校在校学生数	50.48
江苏省	高校在校学生数	168.45
浙江省	高校在校学生数	95.96
安徽省	高校在校学生数	105.21
福建省	高校在校学生数	73.05
江西省	高校在校学生数	86.18
山东省	高校在校学生数	169.85
河南省	高校在校学生数	161.83
湖北省	高校在校学生数	142.14
湖南省	高校在校学生数	110.08
广东省	高校在校学生数	170.99
广西	高校在校学生数	65.61
海南省	高校在校学生数	17.21
重庆市	高校在校学生数	65.94
四川省	高校在校学生数	127.08
贵州省	高校在校学生数	41.9
云南省	高校在校学生数	54.86
西藏	高校在校学生数	3.36
陕西省	高校在校学生数	107.76
甘肃省	高校在校学生数	44.3
青海省	高校在校学生数	5.07
宁夏	高校在校学生数	10.45
新疆	高校在校学生数	27.84
北京市	每十万人口高等学校平均在校生数	5469
天津市	每十万人口高等学校平均在校生数	4346
河北省	每十万人口高等学校平均在校生数	2108
山西省	每十万人口高等学校平均在校生数	2474
内蒙古	每十万人口高等学校平均在校生数	2137
辽宁省	每十万人口高等学校平均在校生数	2903
吉林省	每十万人口高等学校平均在校生数	3033
黑龙江	每十万人口高等学校平均在校生数	2529
上海市	每十万人口高等学校平均在校生数	3421
江苏省	每十万人口高等学校平均在校生数	2814
浙江省	每十万人口高等学校平均在校生数	2363
安徽省	每十万人口高等学校平均在校生数	2203
福建省	每十万人口高等学校平均在校生数	2435
江西省	每十万人口高等学校平均在校生数	2381
山东省	每十万人口高等学校平均在校生数	2304
河南省	每十万人口高等学校平均在校生数	2114
湖北省	每十万人口高等学校平均在校生数	3144
湖南省	每十万人口高等学校平均在校生数	2106
广东省	每十万人口高等学校平均在校生数	2199
广西	每十万人口高等学校平均在校生数	1939
海南省	每十万人口高等学校平均在校生数	2253
重庆市	每十万人口高等学校平均在校生数	2894
四川省	每十万人口高等学校平均在校生数	2140
贵州省	每十万人口高等学校平均在校生数	1535
云南省	每十万人口高等学校平均在校生数	1662
西藏	每十万人口高等学校平均在校生数	1528
陕西省	每十万人口高等学校平均在校生数	3612
甘肃省	每十万人口高等学校平均在校生数	2193
青海省	每十万人口高等学校平均在校生数	1162
宁夏	每十万人口高等学校平均在校生数	2195
新疆	每十万人口高等学校平均在校生数	1681
北京市	普通高校生师比(教师人数=1)	15.58
天津市	普通高校生师比(教师人数=1)	17.29
河北省	普通高校生师比(教师人数=1)	17.54
山西省	普通高校生师比(教师人数=1)	17.73
内蒙古	普通高校生师比(教师人数=1)	17.87
辽宁省	普通高校生师比(教师人数=1)	17.28
吉林省	普通高校生师比(教师人数=1)	17.33
黑龙江	普通高校生师比(教师人数=1)	16.19
上海市	普通高校生师比(教师人数=1)	17.14
江苏省	普通高校生师比(教师人数=1)	15.48
浙江省	普通高校生师比(教师人数=1)	17.02
安徽省	普通高校生师比(教师人数=1)	18.78
福建省	普通高校生师比(教师人数=1)	17.31
江西省	普通高校生师比(教师人数=1)	17.74
山东省	普通高校生师比(教师人数=1)	17.31
河南省	普通高校生师比(教师人数=1)	17.7
湖北省	普通高校生师比(教师人数=1)	17.96
湖南省	普通高校生师比(教师人数=1)	18.57
广东省	普通高校生师比(教师人数=1)	19.09
广西	普通高校生师比(教师人数=1)	17.69
海南省	普通高校生师比(教师人数=1)	19.1
