地区	正式指标	正式数值
山西省	生均教学、科研仪器设备资产	9018.39
内蒙古	生均教学、科研仪器设备资产	12879.81
辽宁省	生均教学、科研仪器设备资产	13563.25
吉林省	生均教学、科研仪器设备资产	14480.09
黑龙江	生均教学、科研仪器设备资产	17078.05
上海市	生均教学、科研仪器设备资产	42509.53
江苏省	生均教学、科研仪器设备资产	17992.88
浙江省	生均教学、科研仪器设备资产	19111.96
安徽省	生均教学、科研仪器设备资产	10761.99
福建省	生均教学、科研仪器设备资产	12721.54
江西省	生均教学、科研仪器设备资产	9160.1
山东省	生均教学、科研仪器设备资产	11409.53
河南省	生均教学、科研仪器设备资产	8685.81
湖北省	生均教学、科研仪器设备资产	12648.45
湖南省	生均教学、科研仪器设备资产	10534.97
广东省	生均教学、科研仪器设备资产	12351.64
广西	生均教学、科研仪器设备资产	10353.37
海南省	生均教学、科研仪器设备资产	10268.88
重庆市	生均教学、科研仪器设备资产	10842.57
四川省	生均教学、科研仪器设备资产	13211.68
贵州省	生均教学、科研仪器设备资产	9645.71
云南省	生均教学、科研仪器设备资产	9064.74
西藏	生均教学、科研仪器设备资产	13092.91
陕西省	生均教学、科研仪器设备资产	13967.51
甘肃省	生均教学、科研仪器设备资产	9950.94
青海省	生均教学、科研仪器设备资产	12405.21
宁夏	生均教学、科研仪器设备资产	14266.74
新疆	生均教学、科研仪器设备资产	11941.89
北京市	生均信息化设备资产值	19115.65
天津市	生均信息化设备资产值	4304.52
河北省	生均信息化设备资产值	2455.76
山西省	生均信息化设备资产值	2366.99
内蒙古	生均信息化设备资产值	3149.93
辽宁省	生均信息化设备资产值	4568.55
吉林省	生均信息化设备资产值	4167.98
黑龙江	生均信息化设备资产值	3718.08
上海市	生均信息化设备资产值	11337.07
江苏省	生均信息化设备资产值	5066.26
浙江省	生均信息化设备资产值	5624.49
安徽省	生均信息化设备资产值	2239.63
福建省	生均信息化设备资产值	5362.41
江西省	生均信息化设备资产值	2605.27
山东省	生均信息化设备资产值	3242.64
河南省	生均信息化设备资产值	2785.09
湖北省	生均信息化设备资产值	3134.46
湖南省	生均信息化设备资产值	3135.38
广东省	生均信息化设备资产值	3884.77
广西	生均信息化设备资产值	2665.67
海南省	生均信息化设备资产值	2730.52
重庆市	生均信息化设备资产值	3948.33
四川省	生均信息化设备资产值	4032.45
贵州省	生均信息化设备资产值	3372.19
云南省	生均信息化设备资产值	3489.85
西藏	生均信息化设备资产值	5272.7
陕西省	生均信息化设备资产值	3559.51
甘肃省	生均信息化设备资产值	2711.15
青海省	生均信息化设备资产值	3599.3
宁夏	生均信息化设备资产值	4348.72
新疆	生均信息化设备资产值	3745
北京市	生均专任教师	8.96
天津市	生均专任教师	15.85
河北省	生均专任教师	17.57
山西省	生均专任教师	16.6
内蒙古	生均专任教师	16.26
辽宁省	生均专任教师	15.44
吉林省	生均专任教师	15.78
黑龙江	生均专任教师	15.53
上海市	生均专任教师	12.53
江苏省	生均专任教师	15.56
浙江省	生均专任教师	17.14
安徽省	生均专任教师	19.16
福建省	生均专任教师	17.03
江西省	生均专任教师	16.44
山东省	生均专任教师	17.21
河南省	生均专任教师	17.79
湖北省	生均专任教师	17.38
湖南省	生均专任教师	17.24
广东省	生均专任教师	18.77
广西	生均专任教师	18.01
海南省	生均专任教师	20.35
重庆市	生均专任教师	17.76
四川省	生均专任教师	16.55
贵州省	生均专任教师	16.53
云南省	生均专任教师	15.94
西藏	生均专任教师	13.59
陕西省	生均专任教师	16.79
甘肃省	生均专任教师	18.17
青海省	生均专任教师	13.39
宁夏	生均专任教师	14.7
新疆	生均专任教师	15.19
北京市	正高级专任教师所占比例（百分比）	24.84
天津市	正高级专任教师所占比例（百分比）	14.46
河北省	正高级专任教师所占比例（百分比）	13.62
山西省	正高级专任教师所占比例（百分比）	7.33
内蒙古	正高级专任教师所占比例（百分比）	10.01
辽宁省	正高级专任教师所占比例（百分比）	13.8
吉林省	正高级专任教师所占比例（百分比）	15.05
黑龙江	正高级专任教师所占比例（百分比）	15.39
上海市	正高级专任教师所占比例（百分比）	17.59
江苏省	正高级专任教师所占比例（百分比）	11.75
浙江省	正高级专任教师所占比例（百分比）	13.53
安徽省	正高级专任教师所占比例（百分比）	8.07
福建省	正高级专任教师所占比例（百分比）	11.11
江西省	正高级专任教师所占比例（百分比）	10.06
山东省	正高级专任教师所占比例（百分比）	10.26
河南省	正高级专任教师所占比例（百分比）	8.52
湖北省	正高级专任教师所占比例（百分比）	12.49
湖南省	正高级专任教师所占比例（百分比）	11.06
广东省	正高级专任教师所占比例（百分比）	11.9
广西	正高级专任教师所占比例（百分比）	10.43
海南省	正高级专任教师所占比例（百分比）	10.89
重庆市	正高级专任教师所占比例（百分比）	10.98
四川省	正高级专任教师所占比例（百分比）	10.42
贵州省	正高级专任教师所占比例（百分比）	9.86
云南省	正高级专任教师所占比例（百分比）	10.46
西藏	正高级专任教师所占比例（百分比）	7.4
陕西省	正高级专任教师所占比例（百分比）	12.11
甘肃省	正高级专任教师所占比例（百分比）	10.87
青海省	正高级专任教师所占比例（百分比）	20.79
宁夏	正高级专任教师所占比例（百分比）	14.4
新疆	正高级专任教师所占比例（百分比）	6.6
北京市	博士学历专任教师所占比例（百分比）	56.62
天津市	博士学历专任教师所占比例（百分比）	30.84
河北省	博士学历专任教师所占比例（百分比）	13.25
山西省	博士学历专任教师所占比例（百分比）	10.85
内蒙古	博士学历专任教师所占比例（百分比）	10.64
辽宁省	博士学历专任教师所占比例（百分比）	21.05
吉林省	博士学历专任教师所占比例（百分比）	21.59
黑龙江	博士学历专任教师所占比例（百分比）	21.59
上海市	博士学历专任教师所占比例（百分比）	47.24
江苏省	博士学历专任教师所占比例（百分比）	26.43
浙江省	博士学历专任教师所占比例（百分比）	27.76
安徽省	博士学历专任教师所占比例（百分比）	14.05
福建省	博士学历专任教师所占比例（百分比）	19.9
江西省	博士学历专任教师所占比例（百分比）	10.87
山东省	博士学历专任教师所占比例（百分比）	17.27
河南省	博士学历专任教师所占比例（百分比）	13.36
湖北省	博士学历专任教师所占比例（百分比）	22.8
湖南省	博士学历专任教师所占比例（百分比）	16.21
广东省	博士学历专任教师所占比例（百分比）	22.52
广西	博士学历专任教师所占比例（百分比）	11.88
海南省	博士学历专任教师所占比例（百分比）	13.95
重庆市	博士学历专任教师所占比例（百分比）	19.15
四川省	博士学历专任教师所占比例（百分比）	16.81
贵州省	博士学历专任教师所占比例（百分比）	10.13
云南省	博士学历专任教师所占比例（百分比）	13.79
西藏	博士学历专任教师所占比例（百分比）	9.87
陕西省	博士学历专任教师所占比例（百分比）	22.91
甘肃省	博士学历专任教师所占比例（百分比）	14.64
青海省	博士学历专任教师所占比例（百分比）	8.24
宁夏	博士学历专任教师所占比例（百分比）	12.02
新疆	博士学历专任教师所占比例（百分比）	11.39
