地区	正式指标	正式数值
福建省	规模以上工业利润总额	21145400
福建省	固定资产投资额	99108906
福建省	工业用水总量	81.2554
江西省	规模以上工业利润总额	12159400
江西省	固定资产投资额	90875985
江西省	工业增加值	5411.86
江西省	工业用水总量	57.354
山东省	规模以上工业利润总额	70977100
山东省	固定资产投资额	267496777
山东省	工业用水总量	26.8395
河南省	规模以上工业利润总额	41315900
河南省	固定资产投资额	177689528
河南省	工业增加值	13949.32
河南省	工业用水总量	55.569
湖北省	规模以上工业利润总额	18662600
湖北省	固定资产投资额	125573401
湖北省	工业用水总量	117.1
湖南省	规模以上工业利润总额	18329900
湖南省	固定资产投资额	118809154
湖南省	工业用水总量	89.7507
广东省	规模以上工业利润总额	58722300
广东省	固定资产投资额	170692048
广东省	工业增加值	24649.6
广东省	工业用水总量	138.762
广西	规模以上工业利润总额	8948200
广西	固定资产投资额	79906554
广西	工业用水总量	55.2282
海南省	规模以上工业利润总额	1548400
海南省	固定资产投资额	16572337
海南省	工业用水总量	3.829
重庆市	规模以上工业利润总额	6603500
重庆市	固定资产投资额	74733787
重庆市	工业用水总量	47.3965
四川省	规模以上工业利润总额	21978400
四川省	固定资产投资额	142222223
四川省	工业用水总量	62.92
贵州省	规模以上工业利润总额	4562000
贵州省	固定资产投资额	42359221
贵州省	工业增加值	1829.2
贵州省	工业用水总量	34.3171
云南省	规模以上工业利润总额	6397000
云南省	固定资产投资额	61909988
云南省	工业增加值	2994.3
云南省	工业用水总量	25.4804
西藏	规模以上工业利润总额	128300
西藏	固定资产投资额	5163099
西藏	工业用水总量	1.467
陕西省	规模以上工业利润总额	19763100
陕西省	固定资产投资额	94310817
陕西省	工业增加值	5857.92
陕西省	工业用水总量	12.0602
甘肃省	规模以上工业利润总额	2681000
甘肃省	固定资产投资额	39657903
甘肃省	工业增加值	1923.95
甘肃省	工业用水总量	13.7482
青海省	规模以上工业利润总额	2228500
青海省	固定资产投资额	14355769
青海省	工业增加值	811.73
青海省	工业用水总量	3.2613
宁夏	规模以上工业利润总额	1756800
宁夏	固定资产投资额	16447418
宁夏	工业增加值	816.79
宁夏	工业用水总量	4.123
新疆	规模以上工业利润总额	9637400
新疆	固定资产投资额	46321427
新疆	工业增加值	2700.2
新疆	工业用水总量	11.1984
黑龙江	工业产品销售率	97.2
安徽省	规模以上工业企业发电量	1632.84
安徽省	工业产品销售率	97.63
福建省	规模以上工业企业发电量	1578.9
重庆市	工业产品销售率	97.4
陕西省	工业产品销售率	96.52
甘肃省	工业产品销售率	95.48
重庆市	规模以上工业企业发电量	529.5687
四川省	规模以上工业企业发电量	1845.06
